1.426164233177211124e-02 -4.842245071875652361e-03 -5.025598151810958814e-03 7.583832696175982734e-04 5.009754693451807286e-05 -1.068190018529265213e-02 -4.502567426893241097e-03 -4.905822223243114536e-04 3.250078606332627764e-03 -9.698724008375570350e-04 7.442973557285907822e-04 9.019773334077945889e-03 1.010593724730838097e-02 -1.696277827158962142e-03 5.618177424858559164e-03 -4.885716079190296048e-04 4.271131630437853891e-03 3.723135027918524618e-04 -2.232689503543110795e-03 -1.307133053450857188e-02 6.445035841566674204e-05
6.717310204991158371e-03 -1.736565478813085345e-03 -3.244320327127105108e-03 -2.382861903560794660e-04 -2.353488322854348631e-05 8.317173376656085415e-03 1.557738586764160398e-03 4.707135315500424709e-04 -7.891023814732556207e-03 3.838441569105520250e-03 -7.857898590754169854e-03 -7.558679861283288618e-04 -1.526256939552106070e-04 8.063577682622163813e-04 -2.984234042103018226e-03 1.366248226269080844e-02 -1.938273208330765565e-02 7.601888295729550011e-04 6.044835859797798201e-03 -2.633597793878849486e-02 -5.484603593230799341e-04
5.467805684117741684e-03 1.560214876983654665e-02 1.145245058714540638e-03 -5.928554999293035414e-03 5.650988953521523042e-03 -2.369615243925322966e-04 1.285386340320807249e-04 2.177171290938316808e-02 6.110843849486576052e-03 -8.830880083904186703e-03 -8.616290476152255184e-03 -2.966821854562999919e-04 3.942939372895062329e-06 -5.425982903802654446e-03 -2.486178260847440782e-03 -6.720255516564230509e-06 5.165710748301669056e-06 1.093745721402886001e-05 -1.253212624030702351e-04 -7.658941088578493121e-05 1.040286625645293200e-02
1.217777545784565381e-02 -6.917931208163513764e-03 3.565453061406641255e-02 -2.379776052303132154e-04 -1.315936992009229345e-05 2.120564313965702958e-03 8.679159392863224683e-04 4.792177448396777990e-05 -2.523600074270263634e-04 4.999677845110351876e-05 -2.015434086761981594e-05 -7.183959712463657043e-04 -1.535400836945348066e-04 7.036506524423663013e-05 -2.332051342664720462e-04 1.053227971183805073e-05 -1.287383475043866077e-04 -1.393276337665579415e-02 -2.032193777588395429e-04 -4.431229730788963810e-04 -1.735394516959795765e-05
1.499894787151371915e-02 -4.675313612545766231e-03 -6.062210309327472658e-03 4.164203273762565570e-04 2.405564131580978273e-05 -3.568651981846401866e-03 -5.540578371863732511e-03 3.538999376989431997e-04 -1.883256297907590993e-03 1.535279927698506844e-03 -6.117102577770042876e-04 -1.974702132858046667e-03 9.754747175414167377e-04 6.893430254286665379e-03 -2.285744440436278738e-02 -7.309059835974254142e-04 -3.824178866823663755e-03 -2.583029418216343208e-03 7.892412437757963251e-03 4.193351548029967263e-02 -2.600949132365642179e-04
5.111386966328233458e-03 -1.256695789261232489e-03 -2.583842021232543324e-03 -2.657264453238397986e-04 -2.495168503019389475e-05 8.800510850039140742e-03 2.430215401575708777e-03 -3.419650861001483425e-04 -2.922642680250578558e-03 3.271869749245305287e-03 -6.142014071403637671e-03 -1.125899073481498314e-03 -7.324626485284022265e-04 -1.695545537063932948e-03 5.410385999466365767e-03 -8.991549151630710748e-04 9.340940890500123994e-03 -1.216452485049642786e-04 -1.030292249866767828e-03 2.277169202213890492e-03 2.707860819033965395e-05
3.135505992237509060e-02 -1.053983919815092152e-02 -1.161039407202980704e-02 1.586379071728486606e-03 1.034295399501138649e-04 -2.128222115863012687e-02 -1.407372105786523428e-02 -1.027619062208636044e-03 6.678821927699116028e-03 -1.949105120627496511e-03 1.730161013475564006e-03 1.283588212532748608e-02 1.896107065030165975e-02 -2.396422324680821773e-03 7.890457621349055567e-03 -8.035570539025296746e-04 6.035510189858897707e-03 -2.798577507555941295e-03 -1.900432744937548789e-03 -8.627438566585791599e-03 -9.817486645041456172e-05
2.996527160418456428e-03 9.737619502476563271e-03 9.592499695442607572e-04 1.617740771314732720e-02 5.030970664405655553e-03 2.853329043329930507e-04 -2.051163720325919950e-05 -1.182027869685387715e-03 -1.252737539951608134e-04 -4.610913952818342359e-04 -5.524093861010094704e-04 -3.342456889071770005e-05 1.046535452829856303e-06 2.030566587015073324e-02 6.124417827156284494e-03 -1.012236337920924603e-05 -1.196379413267910445e-06 -1.663707608950969308e-06 1.763354932190303062e-05 9.800525780894872035e-06 -1.334031007006857613e-03
6.585182442338708385e-03 -1.699075946056968637e-03 -3.606432825619460946e-03 -4.094419770960468392e-04 -3.828512638589131911e-05 1.798595284706003272e-02 7.273722957327193039e-03 -6.056627674010614873e-03 2.562781219905193100e-02 -7.341007077136406725e-03 1.089048689456780135e-02 1.174675355918975957e-03 3.976174156388654051e-04 3.040026916310259366e-04 -8.847493994169967598e-04 3.480132869972413917e-04 -2.843972583706267136e-05 4.453261456987730350e-06 1.363100644500711220e-04 -9.958102804531869003e-04 -5.052457087569744884e-05
1.020564625972019204e-02 -2.684403830164144595e-03 -4.669264577891766785e-03 -2.303540939038463929e-04 -2.338076800578118346e-05 8.424801687374293760e-03 7.326635087752213227e-04 6.632222221475167316e-04 -6.885255680713277260e-03 4.059329428346460274e-03 -5.436619583218378279e-03 -6.467523083046859298e-04 4.267291531342175324e-04 3.542454800526815845e-03 -1.170340017519231474e-02 9.280489397300953911e-04 -1.621488589027511584e-02 4.904644566684398919e-05 9.841190743683674632e-04 6.367008499155988634e-03 2.240191554943093478e-04
2.110781788552959851e-03 -8.748933794827947570e-04 1.539485108326251123e-03 5.992584660743721040e-05 4.070054036954459518e-06 -8.850553353785104880e-04 -5.469397171316261932e-04 -4.825921999709210377e-05 3.120081646810484322e-04 -8.808160197752948231e-05 5.048810923497008368e-05 1.222682569207210988e-03 3.475092734332430305e-04 -1.660454254519818859e-04 5.509166450600639937e-04 -3.290167864713362936e-05 3.279570058074676026e-04 6.389230712457652853e-03 -9.437735881172281403e-05 -1.074153860960939911e-03 1.359128852145518294e-04
8.673127333667377675e-03 2.443583688115198022e-02 1.741900389266372393e-03 -1.116396971559748680e-02 7.509507431338497373e-03 -3.952118135378421488e-04 1.891055153842788328e-04 2.978236284562969793e-02 7.993035772607081507e-03 -1.032693352723732146e-02 -9.888498003162203911e-03 -3.160762808452748660e-04 3.611666753361957581e-06 -1.009604653142065489e-02 -3.708439951402057837e-03 -8.058159320731962055e-07 3.220618937758404189e-06 3.867195589552639016e-06 -3.432083656791895228e-05 -1.179794846875656327e-05 -8.791946024485812819e-04
7.865679895207970673e-03 -2.674994780328424256e-03 -2.797118113655068343e-03 4.244536872312401057e-04 2.803828498575410981e-05 -5.935049859320280265e-03 -3.690487964755530346e-03 -3.128088975719345603e-04 2.215541307167255732e-03 -8.315326962163470045e-04 7.709131274577778626e-04 1.135090839581714799e-02 -3.984308154441447425e-02 -3.430989911253900528e-04 1.170585412559642510e-03 -4.750948103770606917e-05 9.874318017272464259e-04 -4.082649391591750227e-05 -5.613587795806572727e-04 -3.244829984556574145e-03 1.630627295920728326e-06
4.224825991001786470e-03 3.943483983096122969e-03 -9.770717760498976671e-04 -2.445273011364893813e-03 -1.276406999856342255e-04 3.892492063037564318e-03 8.477905977215941837e-04 1.454731060146384827e-02 -4.846912019984494190e-03 2.612898208643483003e-02 2.775571652732925290e-02 1.201679786893520814e-03 -1.908427855585855069e-05 5.423425711767963092e-04 4.857457250593741858e-03 3.825299163571433737e-05 3.031121004196309584e-05 -4.654478365768149878e-05 4.452200755508920089e-04 2.129116896059693150e-04 2.472038966172635140e-03
